,sport_id,stat_name,stat_value,full_name,last_name,american_price,decimal_price,choice,payout_multiplier,player_id,game_id,date,venue,is_home_game,walks,strikeouts,hist_batting_avg,hist_obp,games_played,hist_walks_per_game,hist_walk_rate,hist_walks_last_10,batting_position,pinch_status,hist_strikeouts_per_game,hist_k_rate,hist_ks_last_10,pitcher_id,pitcher_hist_era,pitcher_hist_whip,pitcher_hist_k_per_9,pitcher_hist_k_rate,pitcher_recent_k_per_9,pitcher_hist_bb_per_9,pitcher_hist_bb_rate,pitcher_recent_bb_per_9,pitcher_hist_k_bb_ratio,venue_is_dome,temperature
44,MLB,batter_strikeouts,1.5,Julio Rodríguez,Rodríguez,+139,2.39,over,1.18,677594,777730,2025-05-28,T-Mobile Park,True,0,0,0.27336860670194,0.06199021207177814,17,0.4117647058823529,0.06199021207177814,0.3,3,"3929    False
Name: batting_battingOrder, dtype: bool",1.0588235294117647,0.2544861337683524,0.9,592866,2.03,1.04,8.021148036253777,0.22692307692307692,8.021148036253775,2.447129909365559,0.06923076923076923,2.4471299093655587,3.2777777777777777,False,73.75999999999999
45,MLB,batter_strikeouts,1.5,Julio Rodríguez,Rodríguez,-173,1.58,under,0.76,677594,777730,2025-05-28,T-Mobile Park,True,0,0,0.27336860670194,0.06199021207177814,17,0.4117647058823529,0.06199021207177814,0.3,3,"3929    False
Name: batting_battingOrder, dtype: bool",1.0588235294117647,0.2544861337683524,0.9,592866,2.03,1.04,8.021148036253777,0.22692307692307692,8.021148036253775,2.447129909365559,0.06923076923076923,2.4471299093655587,3.2777777777777777,False,73.75999999999999
46,MLB,batter_strikeouts,0.5,Bryson Stott,Stott,-154,1.65,over,0.82,681082,777748,2025-05-27,Citizens Bank Park,True,1,1,0.2450592885375494,0.09281961471103327,12,0.4166666666666667,0.09281961471103327,0.4,1,"3860    True
Name: batting_battingOrder, dtype: bool",0.8333333333333334,0.1628721541155867,0.8,675911,7.0,1.67,12.0,0.2857142857142857,12.0,5.0,0.11904761904761904,5.0,2.4,False,69.62
47,MLB,batter_strikeouts,0.5,Bryson Stott,Stott,+125,2.25,under,1.14,681082,777748,2025-05-27,Citizens Bank Park,True,1,1,0.2450592885375494,0.09281961471103327,12,0.4166666666666667,0.09281961471103327,0.4,1,"3860    True
Name: batting_battingOrder, dtype: bool",0.8333333333333334,0.1628721541155867,0.8,675911,7.0,1.67,12.0,0.2857142857142857,12.0,5.0,0.11904761904761904,5.0,2.4,False,69.62
48,MLB,batter_strikeouts,0.5,CJ Abrams,Abrams,-139,1.72,over,0.87,682928,777778,2025-05-25,Nationals Park,True,0,0,0.24584103512014788,0.0664451827242525,13,0.15384615384615385,0.0664451827242525,0.2,1,"3730    True
Name: batting_battingOrder, dtype: bool",0.8461538461538461,0.21262458471760798,0.6,592662,4.699999999999999,1.14,12.814569536423841,0.3333333333333333,12.814569536423841,4.470198675496689,0.11627906976744186,4.470198675496689,2.8666666666666667,False,68.0
49,MLB,batter_strikeouts,0.5,CJ Abrams,Abrams,+114,2.14,under,1.1,682928,777778,2025-05-25,Nationals Park,True,0,0,0.24584103512014788,0.0664451827242525,13,0.15384615384615385,0.0664451827242525,0.2,1,"3730    True
Name: batting_battingOrder, dtype: bool",0.8461538461538461,0.21262458471760798,0.6,592662,4.699999999999999,1.14,12.814569536423841,0.3333333333333333,12.814569536423841,4.470198675496689,0.11627906976744186,4.470198675496689,2.8666666666666667,False,68.0
50,MLB,walks,0.5,James Wood,Wood,+121,2.21,over,1.16,695578,777778,2025-05-25,Nationals Park,True,0,1,0.26440677966101694,0.11607142857142858,16,0.5,0.11607142857142858,0.6,3,"3733    False
Name: batting_battingOrder, dtype: bool",1.25,0.28869047619047616,1.0,592662,4.699999999999999,1.14,12.814569536423841,0.3333333333333333,12.814569536423841,4.470198675496689,0.11627906976744186,4.470198675496689,2.8666666666666667,False,68.0
51,MLB,walks,0.5,James Wood,Wood,-170,1.59,under,0.81,695578,777778,2025-05-25,Nationals Park,True,0,1,0.26440677966101694,0.11607142857142858,16,0.5,0.11607142857142858,0.6,3,"3733    False
Name: batting_battingOrder, dtype: bool",1.25,0.28869047619047616,1.0,592662,4.699999999999999,1.14,12.814569536423841,0.3333333333333333,12.814569536423841,4.470198675496689,0.11627906976744186,4.470198675496689,2.8666666666666667,False,68.0
52,MLB,batter_strikeouts,1.5,James Wood,Wood,+139,2.39,over,1.18,695578,777778,2025-05-25,Nationals Park,True,0,1,0.26440677966101694,0.11607142857142858,16,0.5,0.11607142857142858,0.6,3,"3733    False
Name: batting_battingOrder, dtype: bool",1.25,0.28869047619047616,1.0,592662,4.699999999999999,1.14,12.814569536423841,0.3333333333333333,12.814569536423841,4.470198675496689,0.11627906976744186,4.470198675496689,2.8666666666666667,False,68.0
53,MLB,batter_strikeouts,1.5,James Wood,Wood,-173,1.58,under,0.76,695578,777778,2025-05-25,Nationals Park,True,0,1,0.26440677966101694,0.11607142857142858,16,0.5,0.11607142857142858,0.6,3,"3733    False
Name: batting_battingOrder, dtype: bool",1.25,0.28869047619047616,1.0,592662,4.699999999999999,1.14,12.814569536423841,0.3333333333333333,12.814569536423841,4.470198675496689,0.11627906976744186,4.470198675496689,2.8666666666666667,False,68.0
